F102,70
F103,32
F104,32
F105,70
F106,36
F107,40
F108,41
F109,27
F201,20
F202,21
F203,21
F204,21
F205,30
F207,42
F208,45
G101,30
G102,28
G103,28
G104,28
G105,28
G106,28
G107,28
G108,32
G201,30
G202,28
G203,28
G204,28
G205,28
G206,28
G207,28
G208,32
I111,21
I112,21
I113,21
I114,21
I122,21
I210,21
I211,21
I212,21
I213,21
I221,21
I222,21
J107,21
J115,21
J119,21
J120,21
J121,21
J206,21
J214,21
J217,21
J218,21
J219,21
J220,21
