G101,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,40,40,663,06-05-22|9:00|12:00,FULL
G102,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,37,663,06-05-22|9:00|12:00,FULL
G103,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,37,663,06-05-22|9:00|12:00,FULL
G104,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,37,663,06-05-22|9:00|12:00,FULL
G105,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,37,663,06-05-22|9:00|12:00,FULL
G106,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,37,663,06-05-22|9:00|12:00,FULL
G107,CS/ECE/EEE/INSTR F241,MICROPROC & INTERFACING,37,28,663,06-05-22|9:00|12:00,FULL
F201,DE G513,TRIBOLOGY,28,24,24,12-05-22|9:00|12:00,FULL
F107,DE G514,FRACTURE MECHANICS,53,18,18,18-05-22|9:00|12:00,FULL
G104,ECE F343,COMMUNICATION NETWORKS,37,37,170,09-05-22|9:00|12:00,FULL
G105,ECE F343,COMMUNICATION NETWORKS,37,37,170,09-05-22|9:00|12:00,FULL
G106,ECE F343,COMMUNICATION NETWORKS,37,37,170,09-05-22|9:00|12:00,FULL
G107,ECE F343,COMMUNICATION NETWORKS,37,37,170,09-05-22|9:00|12:00,FULL
G108,ECE F343,COMMUNICATION NETWORKS,37,22,170,09-05-22|9:00|12:00,FULL
G103,ECE F344,INFO THEORY & CODING,37,37,167,18-05-22|14:00|17:00,FULL
G104,ECE F344,INFO THEORY & CODING,37,37,167,18-05-22|14:00|17:00,FULL
G105,ECE F344,INFO THEORY & CODING,37,37,167,18-05-22|14:00|17:00,FULL
G106,ECE F344,INFO THEORY & CODING,37,37,167,18-05-22|14:00|17:00,FULL
G107,ECE F344,INFO THEORY & CODING,37,19,167,18-05-22|14:00|17:00,FULL
G206,ECE/EEE F416,DIGITAL COMMUNICATION,37,13,13,17-05-22|9:00|12:00,FULL
F107,ECE/EEE/INSTR F242,CONTROL SYSTEMS,53,53,433,11-05-22|14:00|17:00,FULL
F108,ECE/EEE/INSTR F242,CONTROL SYSTEMS,54,54,433,11-05-22|14:00|17:00,FULL
F109,ECE/EEE/INSTR F242,CONTROL SYSTEMS,36,36,433,11-05-22|14:00|17:00,FULL
