BIO F110,BIOLOGY LABORATORY,2,11-12-21,10:00,12:00
BIO F211,BIOLOGICAL CHEMISTRY,49,11-12-21,10:00,12:00
BIO F212,MICROBIOLOGY,48,27-12-21,10:00,12:00
BIO F213,CELL BIOLOGY,58,16-12-21,10:00,12:00
BIO F214,INTEGRATED BIOLOGY,50,22-12-21,15:00,17:00
BIO F311,RECOMBINANT DNA TECH,41,24-12-21,10:00,12:00
BIO F312,PLANT PHYSIOLOGY,40,14-12-21,10:00,12:00
